"created_at","twitter_id","screen_name","followers_count","friends_count","retweet_count","favorite_count","in_reply_to_screen_name","twitter_url","text","is_retweet","is_quote"
"2016-11-07T18:10:17Z","795689848313094144","Blacktivist__",709,390,0,0,,"http://twitter.com/Blacktivist__/status/795689848313094144","Fighting erryone I see that day I find out https://t.co/aVzn9DDAYj",false,true
"2016-11-07T18:20:10Z","795692332817457152","blacktivista",1,100,0,0,,"http://twitter.com/blacktivista/status/795692332817457152","RT @wikileaks: It’s ignorant to vote for Hillary Clinton without reading WikiLeak   https://t.co/Tiywc9Nrgr https://t.co/c0QaJW4hCi",true,false
"2016-11-08T04:22:17Z","795843863948693504","_Blacktivist",672,355,0,0,,"http://twitter.com/_Blacktivist/status/795843863948693504","RT @Lil_MontMont: Fuck Trump Fuck Hillary but vote for that hoe Hillary.",true,false
"2016-11-09T04:40:55Z","796210939817246720","Blacktivist__",711,392,0,0,,"http://twitter.com/Blacktivist__/status/796210939817246720","I voted for Trump u did huh u seem like the type nigga 2 do dat.. https://t.co/xLoSAdclW4",false,true
"2016-11-09T04:49:12Z","796213024805781504","Joelissiah",872,757,0,0,,"http://twitter.com/Joelissiah/status/796213024805781504","RT @Blacktivist__: ""Clinton is going to win id be damned to let trump in office""   Election Day: https://t.co/nsAvlLkVNE",true,false
"2016-11-09T05:11:59Z","796218758138363905","lexii0124",1639,1480,0,0,,"http://twitter.com/lexii0124/status/796218758138363905","RT @Blacktivist__: Boi if you don't get yo goofy ass on somewhere https://t.co/EkhwJ5OZce",true,true
"2016-11-09T05:53:57Z","796229319185944577","Blacktivist__",710,392,0,0,,"http://twitter.com/Blacktivist__/status/796229319185944577","I'm out y'all trump gon be president and we as a nation gon be shook goodnight y'all",false,false
"2016-11-09T19:08:32Z","796429282692235271","Blacktivist__",711,393,0,0,,"http://twitter.com/Blacktivist__/status/796429282692235271","""I'll just hit yo momma in the throat cuz I feel like it "" 💀 https://t.co/4LBxscOnnP",false,true
"2016-11-10T17:56:47Z","796773614397849601","The_Gabagul",421,812,0,0,"The_Gabagul","http://twitter.com/The_Gabagul/status/796773614397849601","@StephMung if you won't read my words, please read his. He's a very liberal, blacktivist for the NY Daily News. https://t.co/k7fOIlZrHF",false,false
"2016-08-30T21:52:44Z","770741066471354368","hoodsonco",8363,2821,0,0,"Stew505","http://twitter.com/hoodsonco/status/770741066471354368","@Stew505 Trump says so relatively, Blacktivists swear this the worst country available.",false,false
"2016-08-31T09:52:08Z","770922108323061761","REAL_Avidspark",170,221,0,0,,"http://twitter.com/REAL_Avidspark/status/770922108323061761","RT @Blacktivists: Clinton Alford Jr. was riding his bike on the afternoon when suddenly he was attacked by a gang of men in blue. https://t…",true,false
"2016-08-31T18:05:35Z","771046287764520965","KeepitRealTea",1902,2277,0,0,,"http://twitter.com/KeepitRealTea/status/771046287764520965","RT @Blacktivists: Clinton Alford Jr. was riding his bike on the afternoon when suddenly he was attacked by a gang of men in blue. https://t…",true,false
"2016-10-21T02:35:40Z","789294047806361600","Blacktivist__",701,431,0,0,,"http://twitter.com/Blacktivist__/status/789294047806361600","RT @double_cupp_me: We gone sit here and act like Hillary Clinton ain't been representing Death Row Records at all 3 debates? https://t.co/…",true,false
